ＥＤＩＮＥＴコード,提出者名（英字）
E01975,NIDEC CORPORATION
E01977,MINATO HOLDINGS  INC.
E01978,"SOPHIA  HOLDINGS CO.,LTD."
E01979,"YAMAICHI ELECTRONICS CO.,LTD."
E01981,"NITTOKU CO., LTD."
E01983,"SOSHIN ELECTRIC CO., LTD."
E01984,"SEIWA ELECTRIC MFG. CO., LTD."
E01985,"Japan Digital Laboratory Co.,Ltd."
E01986,ENDO Lighting Corporation
E01987,"Izu Shaboten Resort Co.,Ltd"
E01988,"NIPPON CERAMIC CO.,LTD."
E01989,"ENOMOTO CO.,LTD"
E01991,Lasertec corporation
E01992,KEL CORPORATION
E01993,AVALDATA CORPORATION
E01994,"I-O DATA DEVICE, INC."
E01995,"CHIYODA INTEGRE CO.,LTD."
E01997,"SUKEGAWA ELECTRIC CO.,LTD"
E01998,"OPTEX GROUP Company,Limited"
E01999,HIOKI E.E.CORPORATION
E02000,"KATSURAGAWA ELECTRIC CO.,LTD."
E02002,"MIRAI INDUSTRY CO.,LTD."
E02003,"New Japan Radio Co., Ltd."
E02004,KIKUSUI HOLDINGS CORPORATION
E02005,LEADER ELECTRONICS CORPORATION
E02006,FUKUSHIMA GALILEI CO. LTD.
E02007,"FUJI ELECTRIC INDUSTRY CO., LTD."
E02008,"Y.A.C. HOLDINGS CO., LTD."
E02009,"IRISO ELECTRONICS CO., LTD."
E02011,"NADEX CO., LTD."
E02012,"SANSO ELECTRIC CO.,LTD."
E02013,ASTI CORPORATION
E02015,SYSMEX CORPORATION
E02016,"TOMITA ELECTRIC CO.,LTD."
E02017,TWIN-BIRD CORPORATION
E02020,"Fenwal  Controls  of  Japan,  Ltd."
E02021,"PULSTEC INDUSTRIAL CO.,LTD."
E02024,Ferrotec Holdings Corporation
E02025,"TAKAMISAWA CYBERNETICS COMPANY,LTD."
E02026,"ODELIC CO.,LTD."
E02027,"NEW COSMOS ELECTRIC CO., LTD"
E02028,TOYO ELECTRIC CORPORATION
E02030,"MICRONICS JAPAN CO.,LTD."
E02034,NIDEC COPAL ELECTRONICS CORPORATION
E02035,"KYODEN COMPANY,LIMITED"
E02039,KYORITSU ELECTRIC CORPORATION
E02040,Obara Group Incorporated
E02042,MegaChips Corporation
E02043,JAPAN ELECTRONIC MATERIALS CORPORATION
E02045,"AKIBA Holdings Co., Ltd."
E02046,ALMEDIO INC.
E02047,"ISHII HYOKI CO.,LTD."
E02048,"KYOSHA CO.,LTD."
E02049,TESEC Corporation
E02051,"AOI ELECTRONICS CO.,LTD."
E02054,Roland DG Corporation
E02055,"NAGOYA ELECTRIC WORKS CO.,LTD."
E02056,"Meiko Electronics Co., Ltd."
E02057,RVH Inc.
E02058,"SUZUKI CO.,LTD."
E02059,"Wacom Co.,Ltd."
E02060,SAMCO INC.
E02062,"THine Electronics, Inc."
E02065,"OSG CORPORATION CO.,LTD."
E02066,"ELECOM CO.,LTD."
E02069,EIZO Corporation
E02070,SUNCORPORATION
E02072,"Newtech Co., Ltd."
E02073,"DAIKOKU DENKI CO.,LTD."
E02075,PIXELA CORPORATION
E02076,"Helios Techno Holding Co.,Ltd."
E02077,AXELL CORPORATION
E02081,Renesas Electronics Corporation
E02082,A&T Corporation
E02083,Wintest Corp.
E02086,MELCO HOLDINGS INC.
E02089,GS Yuasa Corporation
E02090,"MCJ Co., Ltd."
E02092,"ADTEC PLASMA TECHNOLOGY CO.,LTD."
E02093,RIVER ELETEC CORPORATION
E02095,"OPTOELECTRONICS CO.,LTD."
E02096,"AVIX,Inc."
E02097,"TAIYO TECHNOLEX CO.,LTD."
E02098,Nichia Corporation
E02100,"Ubiteq,INC."
E02103,SUMCO CORPORATION
E02104,"DDS, Inc."
E02105,LECIP HOLDINGS CORPORATION
E02107,"POLATECHNO CO.,LTD."
E02109,"Shirai Electronics Indutrial Co.,Ltd"
E02111,"ADTEC Engineering Co.,Ltd."
E02112,"HAGIWARA ENGINEERING CO.,LTD."
E02114,"MIMAKI ENGINEERING CO.,LTD."
E02116,"Di-Nikko Engineering Co.,Ltd."
E02118,SORGHUM JAPAN HOLDINGS Corp.
E02119,"NuFlare Technology, Inc."
E02120,C&G SYSTEMS INC.
E02121,"SANNO Co.,Ltd"
E02123,"MITSUI E&S Co., Ltd."
E02124,Hitachi Zosen Corporation
E02125,"Sasebo Heavy Industries Company, Limited"
E02126,"Mitsubishi Heavy Industries,Ltd."
E02127,"Kawasaki Heavy Industries,Ltd."
E02128,IHI Corporation
E02129,"Namura Shipbuilding Co.,Ltd."
E02131,Naikai  Zosen  Corporation
E02134,"NIPPON SHARYO, LTD."
E02136,"Mitsubishi Logisnext Co., Ltd."
E02138,"THE KINKI SHARYO CO.,LTD."
E02140,"KOITO MANUFACTURING CO.,LTD."
E02142,"NISSAN MOTOR CO., LTD."
E02143,ISUZU MOTORS LIMITED
E02144,TOYOTA MOTOR CORPORATION
E02146,"HINO MORTORS,LTD."
E02147,KYB Corporation
E02150,"NISSAN SHATAI CO.,LTD."
E02152,SUBARU CORPORATION
E02154,"PRESS KOGYO CO.,LTD."
E02155,"T.RAD Co.,Ltd."
E02158,"TOKYO RADIATOR MFG. CO., LTD."
E02161,"AKEBONO BRAKE INDUSTRY CO.,LTD."
E02162,"AISAN INDUSTRY CO., LTD"
E02163,Mazda Motor Corporation
E02166,"HONDA MOTOR CO., LTD."
E02167,suzuki motor corporation
E02168,"Yamaha Motor Co., Ltd."
E02169,TOHATSU CORPORATION
E02170,"KYOKUTO KAIHATSU KOGYO CO.,LTD."
E02171,"nikki co.,ltd"
E02172,MIKUNI CORPORATION
E02173,"NIPPON GEAR CO.,LTD."
E02174,"KASAI KOGYO CO .,LTD."
E02175,"DAIDO METAL CO., LTD."
E02176,NOK CORPORATION
E02177,"ICHIKOH INDUSTRIES, LTD."
E02178,"PACIFIC INDUSTRIAL CO.,LTD."
E02180,YAMADA CORPORATION
E02181,U-Shin Ltd.
E02183,UNIVANCE CORPORATION
E02184,SHOWA CORPORATION
E02185,METALART CORPORATION
E02189,NITTAN Corporation
E02194,UNIPRES CORPORATION
E02195,"FUTABA INDUSTRIAL CO., LTD."
E02196,KEIHIN CORPORATION
E02199,"TAIHO KOGYO CO.,LTD."
E02200,SHIROKI CORPORATION
E02201,"TBK Co.,Ltd."
E02203,EXEDY Corporation
E02204,HI-LEX CORPORATION
E02205,MITSUBA Corporation
E02207,"KEEPER. CO., LTD."
E02210,"TACHI-S CO.,LTD."
E02213,MITSUBISHI MOTORS CORPORATION
E02214,"NIPPON SEIKI CO.,LTD."
E02216,"NIHON PLAST CO.,LTD."
E02217,MURAKAMI CORPORATION
E02219,YOROZU CORPORATION
E02221,"F.C.C.CO.,LTD."
E02222,"H-ONE CO.,LTD."
E02223,"CAR MATE MFG.CO.,LTD"
E02224,"YACHIYO INDUSTRY CO., LTD."
E02225,FUJI OOZX Inc.
E02226,"IKUYO CO.,LTD."
E02227,YASUNAGA CORPORATION
E02228,G-TEKT CORPORATION
E02229,F-TECH INC.
E02230,TATSUMI Corporation
E02231,"Imasen Electric Industrial Co.,Ltd."
E02232,"EIKEN INDUSTRIES CO.,LTD"
E02233,ASKA CORPORATION
E02234,MURO CORPORATION
E02235,"NISSIN KOGYO CO.,LTD."
E02236,"YUTAKA GIKEN CO.,LTD."
E02237,"MUSASHI SEIMITSU INDUSTRY CO.,LTD."
E02238,"HKS CO.,LTD."
E02241,"TANAKA SEIMITSU KOGYO CO.,LTD."
E02242,"TEIN,INC."
E02244,"YAMADA MANUFACTURING CO., LTD."
E02245,ALPHA Corporation
E02246,"FALTEC Co.,Ltd."
E02247,GMB CORPORATION
E02248,KANEMITSU CORPORATION
E02249,Takata Corporation
E02251,"Showa Aircraft Industry Co., Ltd."
E02252,"ShinMaywa Industries, Ltd."
E02254,JAMCO CORPORATION
E02257,SHIMANO INC.
E02258,"ARAYA INDUSTRIAL CO.,LTD."
E02261,"TSUNODA CO.,LTD."
E02265,Shimadzu Corporation
E02266,TOKYO KEIKI INC.
E02269,KURODA PRECISION INDUSTRIES LTD.
E02270,OVAL Corporation
E02271,NIKON CORPORATION
E02272,OLYMPUS CORPORATION
E02274,CANON INC.
E02275,"RICOH COMPANY,LTD."
E02280,SEIKO GROUP CORPORATION
E02281,"Citizen Watch Co., Ltd."
E02282,"JECO CO.,LTD."
E02285,"RIKEN KEIKI CO.,LTD"
E02286,Chino Corporation
E02287,SEKONIC CORPORATION
E02288,"SCREEN Holdings Co., Ltd."
E02289,"TOKYO SEIMITSU CO., LTD."
E02290,"Yamato Scale Co.,Ltd."
E02293,"Mitsui High-tec, Inc."
E02294,"RHYTHM CO.,LTD."
E02296,"NITTO SEIKO CO.,LTD."
E02299,TOPCON CORPORATION
E02300,Mitutoyo Corporation
E02301,CANON ELECTRONICS INC.
E02302,"STAR MICRONICS CO.,LTD."
E02303,"JMS CO.,LTD."
E02304,"FUKUDA DENSHI CO.,LTD."
E02305,"MUTOH HOLDINGS CO., LTD."
E02306,"ONO SOKKI Co.,Ltd."
E02307,ESPEC CORP.
E02308,"Tamron Co.,Ltd."
E02310,"Kawasumi Laboratories, Incorporated"
E02315,"HOGY MEDICAL CO.,LTD."
E02320,GL Sciences Inc.
E02322,"Noritsu Koki Co.,Ltd."
E02323,"SIGMAKOKI  CO.,LTD."
E02324,ACMOS INC.
E02325,"Nihon Seimitsu Co.,Ltd."
E02327,MORITEX  CORPORATION
E02328,RORZE CORPORATION
E02329,"NAGANO KEIKI  CO., LTD."
E02331,NAKANISHI INC.
E02333,"NIHON TRIM.,CO.LTD."
E02334,"V Technology Co., Ltd."
E02335,"KOKUSAI CO.,LTD"
E02336,INTER ACTION Corporation
E02337,KUBOTEK CORPORATION
E02338,"Precision System Science Co., Ltd."
E02339,Ishiyama Gateway Holdings Inc.
E02340,"MANI, INC."
E02342,"Artiza Networks, Inc."
E02343,A-ONE SEIMITSU INC.
E02344,"A&D HOLON Holdings Company, Limited"
E02345,"Techno Medica Co., Ltd."
E02346,"SK-Electronics CO.,LTD."
E02347,RAYTEX CORPORATION
E02348,Fujipream Corporation
E02349,"ASAHI  INTECC CO.,LTD."
E02350,"TAZMO CO.,LTD"
E02352,IMV CORPORATION
E02353,"HOLON  CO.,LTD."
E02354,"MEDIKIT CO.,LTD"
E02356,inspec Inc.
E02357,"Japan Tissue Engineering Co., Ltd."
E02360,"TAIYO KOKI CO.,LTD."
E02362,YAMAHA CORPORATION
E02365,"The Sailor Pen Co.,Ltd."
E02366,"MITSUBISHI PENCIL CO.,LTD."
E02367,"Nintendo Co., Ltd."
E02368,YKK Corporation
E02369,OKAMURA CORPORATION
E02371,ITOKI  CORPORATION
E02372,Kurogane Kosakusho Ltd.
E02373,"TAKARA STANDARD CO.,LTD."
E02376,Miroku Corporation
E02377,"MAMIYA-OP CO.,LTD."
E02378,ASICS Corporation
E02379,NORITZ CORPORATION
E02380,"TS TECH CO., LTD."
E02381,"MAX CO., LTD."
E02382,"GLOBERIDE, Inc."
E02383,"SHIGEMATSU WORKS CO.,LTD."
E02385,NEPON Inc.
E02386,NIFCO INC.
E02387,"MEIWA Industry Co.,Ltd"
E02388,"Shin-Etsu Polymer Co.,Ltd."
E02389,TACHIKAWA CORPORATION
E02390,ENPLAS CORPORATION
E02394,LINTEC Corporation
E02395,ZOJIRUSHI CORPORATION
E02396,KOKEN LTD.
E02398,"KING JIM CO.,LTD."
E02402,"FUJICOPIAN CO., LTD."
E02403,Heiwa Corporation
E02404,PIGEON CORPORATION
E02406,Cleanup Corporation
E02407,"NIHON DECOLUXE CO.,LTD."
E02408,"KOMATSU WALL INDUSTRY CO., LTD."
E02409,"MK SEIKO CO., LTD."
E02410,RISO KAGAKU CORPORATION
E02411,NIRECO CORPORATION
E02412,FP CORPORATION
E02413,COMANY INC.
E02414,"SEED CO.,LTD."
E02415,NICHIHA CORPORATION
E02416,"CREATE MEDIC CO.,LTD."
E02417,"CAPCOM CO., LTD."
E02419,"SANKYO CO.,LTD."
E02421,"AIRTECH JAPAN,LTD."
E02423,"FUJIMORI KOGYO CO.,LTD."
E02424,Mars Group Holdings Corporation
E02425,"KIMOTO CO.,LTD."
E02427,"YONEX CO.,LTD."
E02428,"SONOCOM CO.,LTD."
E02429,"CHUO KAGAKU CO.,LTD."
E02430,"MICS CHEMICAL CO.,LTD."
E02431,"GEOMATEC CO.,LTD."
E02433,KUWAYAMA CORPORATION
E02435,"TAKANO CO.,Ltd."
E02438,"MARUZEN CO., LTD."
E02439,"Kohsai Co.,Ltd."
E02441,"EIDAI KAKO CO.,LTD."
E02442,"TOSO CO., LTD."
E02444,"LEC,INC."
E02445,FUJIMAK CORPORATION
E02447,"NANSIN CO., LTD."
E02448,"SHINPO CO.,LTD."
E02449,"NIHON FORM SERVICE CO.,LTD."
E02450,"TOMY COMPANY,LTD."
E02452,Universal Entertainment Corporation
E02453,Avex Inc.
E02458,"TOEI ANIMATION CO.,LTD."
E02459,"KAWASE COMPUTTER SUPPLIES CO., LTD."
E02461,Shachihata  Inc.
E02462,"FUJI SEIKI CO.,LTD."
E02463,"BROCCOLI Co., Ltd."
E02464,GRAPHITE DESIGN INC.
E02466,PILOT CORPORATION
E02467,Marvelous Inc.
E02468,"Food Planet,Inc."
E02469,"GENERAL PACKER CO., LTD."
E02470,"SHOEI CO., LTD."
E02472,"FRANCE BED HOLDINGS CO.,LTD."
E02474,TAKARA BIO INC.
E02475,SEGA SAMMY HOLDINGS INC.
E02476,"MAJESTY GOLF Co., Ltd."
E02477,"Miraial Co.,Ltd"
E02478,"MICRON MACHINERY CO., LTD."
E02480,"IG Port,Inc."
E02481,Bandai Namco Holdings Inc.
E02483,"CLUSTER TECHNOLOGY CO.,LTD."
E02484,"Pharma Foods International Co., Ltd."
E02485,"FURUYA METAL CO.,LTD."
E02486,"OPTROM,INC."
E02488,"FUJISHOJI CO.,LTD."
E02489,NIPPON ICHI SOFTWARE INC.
E02490,Tri Chemical Laboratories Inc.
E02491,Mitsuchi Corporation
E02492,"MAEDA KOSEN CO., LTD."
E02493,"NISSO PRONITY CO.,LTD."
E02494,"NIX,INC."
E02497,ITOCHU Corporation
E02498,Marubeni Corporation
E02501,"Takashima & Co.,Ltd."
E02503,"Kyokuto Boeki Kaisha, Limited"
E02505,TOYOTA TSUSHO CORPORATION
E02506,KANEMATSU CORPORATION
E02508,"NOMURA TRADING HOLDINGS CO.,LTD."
E02509,"CHORI CO.,LTD."
E02510,"Japan Pulp & Paper Co., Ltd."
E02512,SEIKA CORPORATION
E02513,"MITSUI & CO., LTD."
E02514,"AT-Group Co., Ltd."
E02515,"UCHIDA YOKO CO., LTD."
E02516,"KPP GROUP HOLDINGS CO., LTD."
E02517,"Inabata&Co.,Ltd."
E02518,RYODEN CORPORATION
E02521,"ONWARD HOLDINGS Co., Ltd."
E02522,Shinsho Corporation
E02525,"YUASA TRADING CO.,LTD."
E02527,"TOKYO SANGYO CO.,LTD."
E02528,SUMITOMO CORPORATION
E02529,Mitsubishi Corporation
E02530,OUG Holdings Inc.
E02534,"SANKYO SEIKO CO.,LTD."
E02535,SATO SHO-JI CORPORATION
E02538,TOHAN CORPORATION
E02541,"TOHTO SUISAN CO.,LTD."
E02542,SHINYEI KAISHA
E02543,TonenGeneral Sekiyu K.K.
E02544,"NISSAN TOKYO SALES HOLDINGS CO., LTD."
E02547,Rasa Corporation
E02548,"Sanyo Trading Co., Ltd."
E02549,GSI Creos Corporation
E02551,TOKOKOSEN  CORP.
E02552,"NAGASE & CO., LTD."
E02553,"OKAYA&CO.,LTD."
E02554,"HANWA CO.,LTD."
E02556,"koizumi co.,ltd"
E02558,"Mitsubishi Shokuhin Co., Ltd."
E02560,YAMAZEN CORPORATION
E02561,CANOX CORPORATION
E02562,SHINSEI PULP&PAPER COMPANY LIMITED
E02563,Meiwa Corporation
E02564,"SHOKO CO., LTD"
E02565,"MIKUNI SHOJI CO.,LTD."
E02566,"Chuo Gyorui Co., Ltd."
E02567,IWATANI CORPORATION
E02569,"The Kodensha,Co.,Ltd."
E02570,TORQ Inc.
E02571,"TSUKIJI UOICHIBA COMPANY,LIMITED"
E02572,"TSUBAKIMOTO KOGYO CO.,LTD."
E02574,Starzen Company Limited
E02575,"DAITO GYORUI CO.,LTD."
E02576,"Yokohama Reito Co.,Ltd."
E02578,"DAIICHI JITSUGYO CO., LTD."
E02580,KANADEN CORPORATION
E02584,Nice Corporation
E02585,"Astena Holdings Co., Ltd."
E02586,"YANASE AND COMPANY,LIMITED"
E02587,"JAPAN PUBLICATIONS TRADING CO., LTD."
E02588,"TSUKAMOTO CORPORATION CO., LTD."
E02596,Koizumi Sangyo Corporation
E02597,"TOKYO SEIKA CO.,LTD."
E02598,"TheNiigataKenbei-Co.,Ltd."
E02602,MITANI CORPORATIN
E02604,LION OFFICE PRODUCTS CORP.
E02608,"TOHO HOLDINGS CO.,LTD."
E02610,KUWAZAWA Holdings Corporation
E02611,BIPROGY Inc.
E02612,"YAMAE HISANO CO., LTD."
E02613,"CHIYODA KOHAN CO.,LTD."
E02615,"Yokohama Maruuo Co., Ltd"
E02616,"MARUFUJI SHEET PILING CO., LTD."
E02617,Hitachi High-Tech Corporation
E02618,"Wakita & Co.,LTD."
E02621,YONDOSHI HOLDINGS INC.
E02622,"UNY Group Holdings Co., Ltd."
E02624,"YAMAKIN(JAPAN) Co.,Ltd."
E02625,TOKYO BOEKI HOLDINGS CORPORATION
E02627,"MARUSHOHOTTA CO.,LTD."
E02628,KIMURATAN CORPORATION
E02632,MEDIPAL HOLDINGS CORPORATION
E02635,"SODA NIKKA CO., LTD."
E02639,"MOONBAT Co., Ltd."
E02640,NIPPON STEEL TRADING CORPORATION
E02642,CENTRAL AUTOMOTIVE PRODUCTS LTD.
E02643,"ITOCHU ENEX CO.,LTD."
E02644,Canon Marketing Japan Inc.
E02645,"KING CO.,Ltd."
E02646,"CHUBU SUISAN CO.,LTD."
E02647,SANYEI CORPORATION
E02650,"T.KAWABE & CO., LTD."
E02652,Tokyo Electron Limited
E02653,"HIKARI FURNITURE CO., LTD."
E02655,"Sanrio Company, Ltd."
E02656,sun-wa technos corporation
E02658,SANKYOKASEI CORPORATION
E02660,NAGAHORI CORPORATION
E02663,"Ryosan Company, Limited"
E02664,"Shinko Shoji Co.,Ltd."
E02665,"TOHO Co.,Ltd."
E02666,"Denkyo Group Holdings Co.,Ltd."
E02668,TOMITA CO.LTD.
E02671,"SANSHIN ELECTRONICS CO., LTD."
E02672,TOYO Corporation
E02673,SOMAR CORPORATION
E02674,"JAPAN ALCOHOL TRADING CO.,LTD."
E02675,"MOS FOOD SERVICES,INC."
E02676,"KAGA ELECTRONICS CO.,LTD."
E02677,"MIMASU SEMICONDUCTOR INDUSTRY CO., LTD."
E02678,"TACHIBANA ELETECH CO.,LTD."
E02679,"TOKYO SOIR CO.,LTD."
E02681,SHOEI FOODS CORPORATION
E02682,KAMEI CORPORATION
E02683,"DAIKO DENSHI TSUSHIN,LTD."
E02684,"TOKAI ELECTRONICS CO.,LTD."
E02685,RYOYO ELECTRO CORPORATION
E02686,"KONISHI CO.,LTD."
E02687,"MAG NET HOLDINGS,INC."
E02688,NIPRO CORPORATION
E02690,FAMILY INC.
E02691,PALTAC CORPORATION
E02692,"MITANI SANGYO CO.,LTD."
E02693,FORVAL CORPORATION
E02698,"MARUICHI Co.,Ltd."
E02699,RIKEI CORPORATION
E02701,TRUSCO NAKAYAMA CORPORATION
E02702,LEVI STRAUSS JAPAN KABUSHIKI KAISHA
E02703,"MORITO CO.,LTD."
E02706,ARCLANDS CORPORATION
E02708,PARKER  CORPORATION
E02711,KYODO PAPER HOLDINGS
E02712,"CB GROUP MANAGEMENT Co., Ltd"
E02713,EIWA CORPORATION
E02714,"KU HOLDINGS CO.,LTD."
E02718,Solekia Limited
E02719,"KATO SANGYO CO.,LTD."
E02722,"KITAKEI CO.,LTD"
E02724,INNOTECH CORPORATION
E02727,"CHARLE CO.,LTD."
E02728,"UEX, LTD."
E02729,JBCC Holdings Inc.
E02730,"HIMIKO Co.,Ltd."
E02732,"JK Holdings Co.,Ltd."
E02734,SAKHA DIAMOND Corp.
E02735,YELLOW HAT LTD.
E02738,Striders Corporation
E02739,"DAIMARU.ENAWIN CO.,LTD."
E02740,MT GENEX CORPORATION
E02742,"SENSHU ELECTRIC CO.,LTD."
E02743,"Lilycolor Co., Ltd."
E02745,nichiden corporation
E02747,Fujii Sangyo Corporation
E02749,"NIHON DENKEI CO.,LTD."
E02750,AIKO CORPORATION
E02752,NIPPO LTD.
E02753,"uematsu shokai co.,ltd."
E02755,"Hitachi Metals Techno, Ltd."
E02759,"HEIWA PAPER CO., LTD."
E02760,"SUGIMOTO & CO.,LTD."
E02761,"INABA DENKI SANGYO CO.,LTD."
E02762,"TAIYO BUSSAN KAISHA,LTD."
E02765,"THE YONKYU CO., LTD."
E02766,"VITEC HOLDINGS CO.,LTD."
E02767,"WORLD CO.,LTD."
E02769,TOTECH CORPORATION
E02770,MISUMI Group Inc.
E02771,"EMORI GROUP HOLDINGS CO.,LTD."
E02773,"YAMAKI CO.,LTD."
E02774,"ALTECH CO., LTD."
E02775,"Kozosushi  Co.,LTD."
E02776,"Takihyo Co., Ltd."
E02778,SoftBank Group Corp.
E02779,"ZAOH COMPANY, LTD."
E02780,"SUZUKEN CO.,LTD."
E02782,GECOSS CORPORATION
E02784,"RIKENGREEN CO., LTD."
E02785,"Glosel Co., Ltd."
E02786,"Satoh&Co.,Ltd."
E02787,"Takachiho Co.,Ltd"
E02791,"Sokensha Co., Ltd."
E02792,NANYO CORPORATION
E02793,"SATORI ELECTRIC CO.,LTD."
E02794,"TOHO LAMAC CO., LTD."
E02796,"ADVANCE CO., LTD."
E02797,"HATSUHO SHOUJI CO.,LTD."
E02798,Yamadai Corporation
E02799,DALTON corporation
E02800,BP Castrol K.K.
E02801,"ECHO TRADING CO.,LTD."
E02802,"Hakuto Co.,Ltd."
E02803,OTAKE CORPORATION
E02804,kondotec inc.
E02805,"NAKAYAMAFUKU CO.,LTD."
E02806,"yokohama gyorui co.,ltd."
E02807,"Harima-Kyowa Co.,LTD."
E02809,"NAGAILEBEN Co.,Ltd."
E02810,"TOHOKU  CHEMICAL  CO.,  LTD."
E02812,"Yashima Denki Co.,Ltd."
E02813,"MISUMI CO., LTD."
E02814,"NIHONSHURUIHANBAI CO.,LTD."
E02818,"DAISUI CO.,LTD."
E02819,"KOWA COMPANY, LTD."
E02821,"MATSUDA SANGYO Co.,Ltd."
E02823,"KIMURA CO.,LTD."
E02824,"DAIICHIKOSHO CO. , LTD."
E02825,"YAGI & CO.,LTD."
E02826,"ADVAN CO .,LTD."
E02827,SPK CORPORATION
E02828,"HAGIWARA ELECTRIC HOLDINGS CO.,LTD."
E02832,"ALBIS Co.,Ltd."
E02833,"TOBA,INC."
E02835,AS ONE CORPORATION
E02836,MURAKI CORPORATION
E02837,"oie sangyo co.,ltd"
E02838,SUZUDEN CORPORATION
E02839,"SHIMOJIMA Co.,Ltd."
E02840,"DOSHISHA CO.,LTD."
E02841,"sanrin co.,ltd."
E02842,ozu corporation
E02843,YAGAMI INC.
E02845,"NISSIN SHOJI CO., LTD."
E02847,"nishikawa keisoku co.,ltd."
E02848,TIEMCO LTD.
E02850,KOHSOKU CORPORATION
E02851,TAKEBISHI CORPORATION
E02854,"GOYO INTEX CO.,LTD"
E02855,"MUSASHI CO.,LTD."
E02856,RIX CORPORATION
E02858,SystemSoft Corporation
E02861,SEIWA CHUO HOLDINGS CORPORATION
E02864,MARUBUN CORPORATION
E02865,"AINAVO HOLDINGS Co., Ltd."
E02869,HAPPINET CORPORATION
E02870,"WEDS CO., LTD."
E02871,"Ota Floriculture Auction Co.,Ltd."
E02874,"GLOBAL FOOD CREATORS CO.,LTD."
E02875,MANSEI CORPORATION
E02876,KFC Ltd
E02877,DAYTONA CORPORATION
E02878,SAKAE ELECTRONICS CORPORATION
E02879,"HASHIMOTO SOGYO HOLDINGS CO.,LTD."
E02881,"Japan Lifeline Co., Ltd."
E02882,"People Co., Ltd."
E02887,PALTEK CORPORATION
E02888,"Takasho Co.,Ltd."
E02889,"VT HOLDINGS CO.,LTD."
E02890,"EXCEL CO., LTD."
E02892,IDOM Inc.
E02893,"Tokyo Kiho Co., Ltd."
E02894,"Japan Medical Dynamic Marketing, INC."
E02895,"Carchs Holdings Co., Ltd."
E02896,"Shinwa Co., Ltd."
E02897,"SK JAPAN CO., LTD."
E02898,"Daitron Co.,Ltd."
E02899,Nuts Inc.
E02900,SIIX Corp.
E02902,"TANAKA CO.,LTD"
E02903,"Naito&Co.,Ltd."
E02905,OHASHI TECHNICA INC.
E02906,"MACNICA, Inc."
E02909,ITFOR Inc
E02910,"SUGITA ACE CO.,LTD"
E02912,"ONTSU Co.,Ltd."
E02917,ASMO CORPORATION
E02920,"ATOM LIVIN TECH Co.,Ltd."
E02922,"ImageONE Co.,Ltd."
E02923,Tabio Corporation
E02925,"ABC-MART,INC."
E02927,"TAKACHIHO KOHEKI  CO.,LTD."
E02928,"OLBA HEALTHCARE HOLDINGS,INC."
E02931,"ITOCHU-SHOKUHIN Co., Ltd."
E02932,YKT CORPORATION
E02934,"KITOKU SHINRYO CO., LTD."
E02937,LITE-ON JAPAN LTD.
E02938,"KUZE CO., LTD."
E02939,CS LOGINET INC.
E02940,Pla Matels Corporation
E02941,Elematec Corporation
E02946,TOMEN DEVICES CORPORATION
E02947,ARATA CORPORATION
E02949,PIXEL COMPANYZ INC.
E02952,"S.ISHIMITSU&CO.,LTD."
E02953,"TENPOS HOLDINGS Co.,Ltd"
E02954,"iFLAG Co., Ltd."
E02955,TOKYO ELECTRON DEVICE LIMITED
E02956,"toshin group co.,ltd."
E02957,"Japan Wind Development Co.,Ltd."
E02958,Sojitz Corporation
E02960,"SHINTO Holdings, Inc."
E02961,CASSINA IXC. Ltd.
E02962,Alfresa Holdings Corporation
E02963,"APPLE INTERNATIONALCO.,LTD."
E02964,NIPPON PRIMEX INC.
E02966,TCS Inc.
E02967,CROSS PLUS INC.
E02968,"MITACHI  CO.,LTD."
E02970,"Terilogy Co.,Ltd."
E02971,"RECOMM CO.,LTD."
E02977,"TRUST CO., LTD."
E02978,Metaplanet KK
E02979,KURIYAMA HOLDINGS CORPORATION
E02980,"R.C.CORE CO.,LTD."
E02982,"cotta CO.,LTD"
E02986,Naigai Tec Corporation
E02988,BIKE O & COMPANY Ltd.
E02989,"ArkCore, Inc."
E02990,NOAH CORPORATION
E02991,"COSMO BIO COMPANY, LIMITED"
E02992,"MEIJI ELECTRIC INDUSTRIES CO., LTD."
E02993,"OFFICE24 CO.,LTD."
E02994,"DELICA FOODS HOLDINGS CO.,LTD."
E02995,ktk INC.
E02996,"YAMASHITA MEDICAL INSTRUMENTS CO.,LTD."
E02997,CREATE CORPORATION
E02998,ALCONIX CORPORATION
E02999,"KOBE BUSSAN CO., LTD."
E03000,"Kawasaki&Co.,Ltd"
E03003,"HOKUYAKU TAKEYAMA Holdings,Inc."
E03004,"AMAGASA Co.,Ltd."
E03005,DVx Inc.
E03006,Ai Holdings Corporation
E03007,"Techno Alpha Co.,Ltd."
E03013,"Takashimaya Company,Limited"
E03017,"MATSUYA CO., LTD."
E03020,H2O RETAILING CORPORATION
E03024,"Sanyo Department Store Co., Ltd."
E03026,"PARCO CO.,LTD."
E03031,"Kanazawa Meitetsu Marukoshi Department Store Co., LTD."
E03036,Mizuno Corporation
E03041,"Credit Saison Co.,Ltd."
E03044,"Saikaya Department Store Co.,Ltd."
E03051,"NIPPON GAS CO.,LTD."
E03052,"Joshin Denki Co., Ltd."
E03054,Scroll Corporation
E03057,"BEST DENKI CO.,LTD."
E03061,"AEON Co.,Ltd."
E03064,"inageya  co.,ltd."
