ＥＤＩＮＥＴコード,提出者業種
E33701,銀行業
E33702,情報・通信業
E33703,内国法人・組合（有価証券報告書等の提出義務者以外）
E33705,個人（組合発行者を除く）
E33707,個人（組合発行者を除く）
E33708,内国法人・組合（有価証券報告書等の提出義務者以外）
E33711,外国法人・組合（有価証券報告書等の提出義務者以外）
E33712,内国法人・組合（有価証券報告書等の提出義務者以外）
E33717,内国法人・組合（有価証券報告書等の提出義務者以外）
E33718,個人（組合発行者を除く）
E33720,外国法人・組合（有価証券報告書等の提出義務者以外）
E33724,内国法人・組合（有価証券報告書等の提出義務者以外）
E33727,個人（非居住者）（組合発行者を除く）
E33728,個人（非居住者）（組合発行者を除く）
E33729,内国法人・組合（有価証券報告書等の提出義務者以外）
E33731,外国法人・組合（有価証券報告書等の提出義務者以外）
E33739,個人（組合発行者を除く）
E33742,内国法人・組合（有価証券報告書等の提出義務者以外）
E33746,内国法人・組合（有価証券報告書等の提出義務者以外）
E33750,個人（組合発行者を除く）
E33755,個人（組合発行者を除く）
E33758,内国法人・組合（有価証券報告書等の提出義務者以外）
E33760,個人（組合発行者を除く）
E33771,個人（組合発行者を除く）
E33776,内国法人・組合（有価証券報告書等の提出義務者以外）
E33777,金属製品
E33779,内国法人・組合（有価証券報告書等の提出義務者以外）
E33784,情報・通信業
E33789,個人（組合発行者を除く）
E33790,サービス業
E33793,内国法人・組合（有価証券報告書等の提出義務者以外）
E33794,サービス業
E33800,情報・通信業
E33807,卸売業
E33812,内国法人・組合（有価証券報告書等の提出義務者以外）
E33814,個人（組合発行者を除く）
E33815,サービス業
E33817,外国法人・組合（有価証券報告書等の提出義務者以外）
E33818,外国法人・組合（有価証券報告書等の提出義務者以外）
E33819,不動産業
E33822,サービス業
E33823,個人（組合発行者を除く）
E33825,情報・通信業
E33832,内国法人・組合（有価証券報告書等の提出義務者以外）
E33834,金属製品
E33838,サービス業
E33839,情報・通信業
E33840,保険業
E33841,個人（組合発行者を除く）
E33845,個人（組合発行者を除く）
E33850,外国法人・組合（有価証券報告書等の提出義務者以外）
E33853,電気・ガス業
E33854,その他金融業
E33856,内国法人・組合（有価証券報告書等の提出義務者以外）
E33857,外国法人・組合（有価証券報告書等の提出義務者以外）
E33858,小売業
E33863,不動産業
E33864,サービス業
E33865,個人（組合発行者を除く）
E33866,個人（組合発行者を除く）
E33868,サービス業
E33877,個人（組合発行者を除く）
E33878,個人（組合発行者を除く）
E33880,情報・通信業
E33881,サービス業
E33882,小売業
E33883,内国法人・組合（有価証券報告書等の提出義務者以外）
E33885,個人（組合発行者を除く）
E33887,個人（組合発行者を除く）
E33891,内国法人・組合（有価証券報告書等の提出義務者以外）
E33892,個人（組合発行者を除く）
E33893,内国法人・組合（有価証券報告書等の提出義務者以外）
E33895,個人（組合発行者を除く）
E33896,個人（組合発行者を除く）
E33898,外国法人・組合
E33899,個人（組合発行者を除く）
E33900,内国法人・組合（有価証券報告書等の提出義務者以外）
E33901,個人（組合発行者を除く）
E33903,サービス業
E33904,内国法人・組合（有価証券報告書等の提出義務者以外）
E33906,個人（組合発行者を除く）
E33910,建設業
E33911,内国法人・組合（有価証券報告書等の提出義務者以外）
E33912,内国法人・組合（有価証券報告書等の提出義務者以外）
E33922,外国法人・組合（有価証券報告書等の提出義務者以外）
E33923,内国法人・組合（有価証券報告書等の提出義務者以外）
E33924,内国法人・組合（有価証券報告書等の提出義務者以外）
E33925,内国法人・組合（有価証券報告書等の提出義務者以外）
E33927,個人（組合発行者を除く）
E33928,サービス業
E33929,個人（組合発行者を除く）
E33935,保険業
E33938,個人（組合発行者を除く）
E33943,外国法人・組合（有価証券報告書等の提出義務者以外）
E33948,サービス業
E33957,情報・通信業
E33958,内国法人・組合（有価証券報告書等の提出義務者以外）
E33959,個人（組合発行者を除く）
E33961,個人（組合発行者を除く）
E33966,情報・通信業
E33968,外国法人・組合（有価証券報告書等の提出義務者以外）
E33969,内国法人・組合（有価証券報告書等の提出義務者以外）
E33970,個人（組合発行者を除く）
E33977,個人（組合発行者を除く）
E33978,個人（組合発行者を除く）
E33979,個人（組合発行者を除く）
E33987,個人（組合発行者を除く）
E33988,個人（組合発行者を除く）
E33989,外国法人・組合（有価証券報告書等の提出義務者以外）
E33990,外国法人・組合（有価証券報告書等の提出義務者以外）
E33994,個人（組合発行者を除く）
E33996,個人（組合発行者を除く）
E33997,個人（組合発行者を除く）
E33998,個人（組合発行者を除く）
E34000,個人（組合発行者を除く）
E34006,陸運業
E34007,個人（組合発行者を除く）
E34010,個人（組合発行者を除く）
E34018,情報・通信業
E34023,サービス業
E34025,内国法人・組合（有価証券報告書等の提出義務者以外）
E34028,卸売業
E34030,内国法人・組合（有価証券報告書等の提出義務者以外）
E34031,情報・通信業
E34032,個人（組合発行者を除く）
E34036,個人（組合発行者を除く）
E34038,外国法人・組合（有価証券報告書等の提出義務者以外）
E34039,個人（組合発行者を除く）
E34040,外国法人・組合（有価証券報告書等の提出義務者以外）
E34042,個人（組合発行者を除く）
E34044,外国法人・組合（有価証券報告書等の提出義務者以外）
E34045,情報・通信業
E34047,個人（組合発行者を除く）
E34051,内国法人・組合（有価証券報告書等の提出義務者以外）
E34052,情報・通信業
E34053,サービス業
E34054,その他製品
E34055,外国法人・組合（有価証券報告書等の提出義務者以外）
E34064,情報・通信業
E34065,電気機器
E34067,個人（非居住者）（組合発行者を除く）
E34069,内国法人・組合（有価証券報告書等の提出義務者以外）
E34070,サービス業
E34071,医薬品
E34073,個人（組合発行者を除く）
E34074,個人（組合発行者を除く）
E34075,個人（組合発行者を除く）
E34082,サービス業
E34083,内国法人・組合（有価証券報告書等の提出義務者以外）
E34084,個人（組合発行者を除く）
E34088,個人（組合発行者を除く）
E34090,情報・通信業
E34091,情報・通信業
E34094,サービス業
E34095,建設業
E34097,サービス業
E34098,個人（組合発行者を除く）
E34099,内国法人・組合（有価証券報告書等の提出義務者以外）
E34102,小売業
E34104,個人（組合発行者を除く）
E34106,内国法人・組合（有価証券報告書等の提出義務者以外）
E34107,個人（組合発行者を除く）
E34109,建設業
E34110,外国法人・組合（有価証券報告書等の提出義務者以外）
E34111,情報・通信業
E34112,個人（組合発行者を除く）
E34113,銀行業
E34114,情報・通信業
E34115,個人（組合発行者を除く）
E34116,情報・通信業
E34118,個人（組合発行者を除く）
E34119,個人（組合発行者を除く）
E34120,個人（組合発行者を除く）
E34121,個人（組合発行者を除く）
E34130,サービス業
E34131,個人（組合発行者を除く）
E34134,内国法人・組合（有価証券報告書等の提出義務者以外）
E34135,小売業
E34137,ガラス・土石製品
E34138,外国法人・組合（有価証券報告書等の提出義務者以外）
E34140,情報・通信業
E34142,サービス業
E34144,個人（組合発行者を除く）
E34145,個人（組合発行者を除く）
E34146,個人（組合発行者を除く）
E34147,個人（組合発行者を除く）
E34148,サービス業
E34149,個人（組合発行者を除く）
E34153,個人（組合発行者を除く）
E34154,個人（組合発行者を除く）
E34157,個人（組合発行者を除く）
E34158,個人（組合発行者を除く）
E34160,個人（組合発行者を除く）
E34163,個人（組合発行者を除く）
E34165,建設業
E34166,個人（組合発行者を除く）
E34167,個人（組合発行者を除く）
E34168,個人（非居住者）（組合発行者を除く）
E34169,個人（組合発行者を除く）
E34172,個人（組合発行者を除く）
E34174,個人（組合発行者を除く）
E34177,不動産業
E34179,個人（組合発行者を除く）
E34191,内国法人・組合（有価証券報告書等の提出義務者以外）
E34192,個人（組合発行者を除く）
E34199,情報・通信業
E34201,内国法人・組合（有価証券報告書等の提出義務者以外）
E34202,外国法人・組合（有価証券報告書等の提出義務者以外）
E34205,内国法人・組合（有価証券報告書等の提出義務者以外）
E34210,個人（組合発行者を除く）
E34216,個人（非居住者）（組合発行者を除く）
E34217,個人（組合発行者を除く）
E34221,サービス業
E34223,外国法人・組合（有価証券報告書等の提出義務者以外）
E34224,外国政府等
E34225,情報・通信業
E34230,個人（組合発行者を除く）
E34233,外国法人・組合
E34234,個人（組合発行者を除く）
E34235,個人（組合発行者を除く）
E34238,サービス業
E34245,外国法人・組合（有価証券報告書等の提出義務者以外）
E34247,内国法人・組合（有価証券報告書等の提出義務者以外）
E34249,小売業
E34251,個人（組合発行者を除く）
E34252,個人（組合発行者を除く）
E34254,内国法人・組合（有価証券報告書等の提出義務者以外）
E34255,内国法人・組合（有価証券報告書等の提出義務者以外）
E34256,不動産業
E34258,個人（組合発行者を除く）
E34259,個人（組合発行者を除く）
E34265,外国法人・組合（有価証券報告書等の提出義務者以外）
E34268,個人（組合発行者を除く）
E34269,個人（組合発行者を除く）
E34270,個人（非居住者）（組合発行者を除く）
E34271,不動産業
E34272,外国法人・組合（有価証券報告書等の提出義務者以外）
E34273,機械
E34275,個人（組合発行者を除く）
E34276,サービス業
E34279,内国法人・組合（有価証券報告書等の提出義務者以外）
E34281,保険業
E34282,内国法人・組合（有価証券報告書等の提出義務者以外）
E34283,内国法人・組合（有価証券報告書等の提出義務者以外）
E34285,不動産業
E34288,情報・通信業
E34289,不動産業
E34290,サービス業
E34292,内国法人・組合（有価証券報告書等の提出義務者以外）
E34294,サービス業
E34301,内国法人・組合（有価証券報告書等の提出義務者以外）
E34308,内国法人・組合（有価証券報告書等の提出義務者以外）
E34313,個人（組合発行者を除く）
E34317,外国法人・組合（有価証券報告書等の提出義務者以外）
E34318,医薬品
E34321,情報・通信業
E34322,不動産業
E34323,内国法人・組合（有価証券報告書等の提出義務者以外）
E34325,個人（組合発行者を除く）
E34326,情報・通信業
E34331,サービス業
E34332,個人（非居住者）（組合発行者を除く）
E34333,個人（組合発行者を除く）
E34335,情報・通信業
E34336,小売業
E34337,内国法人・組合（有価証券報告書等の提出義務者以外）
E34343,個人（組合発行者を除く）
E34352,サービス業
E34356,不動産業
E34363,その他製品
E34366,個人（組合発行者を除く）
E34367,個人（組合発行者を除く）
E34368,個人（組合発行者を除く）
E34370,個人（組合発行者を除く）
E34371,外国法人・組合（有価証券報告書等の提出義務者以外）
E34373,外国法人・組合（有価証券報告書等の提出義務者以外）
E34376,個人（組合発行者を除く）
E34379,サービス業
E34380,外国法人・組合（有価証券報告書等の提出義務者以外）
E34381,外国法人・組合（有価証券報告書等の提出義務者以外）
E34382,外国法人・組合（有価証券報告書等の提出義務者以外）
E34384,内国法人・組合（有価証券報告書等の提出義務者以外）
E34385,個人（組合発行者を除く）
E34387,個人（組合発行者を除く）
E34389,個人（組合発行者を除く）
E34392,個人（組合発行者を除く）
E34393,個人（組合発行者を除く）
E34394,個人（組合発行者を除く）
E34396,個人（組合発行者を除く）
E34397,内国法人・組合（有価証券報告書等の提出義務者以外）
E34401,個人（組合発行者を除く）
E34402,個人（組合発行者を除く）
E34406,その他金融業
E34407,個人（組合発行者を除く）
E34408,個人（組合発行者を除く）
E34410,個人（組合発行者を除く）
E34412,個人（組合発行者を除く）
E34414,個人（組合発行者を除く）
E34416,外国法人・組合（有価証券報告書等の提出義務者以外）
E34418,外国法人・組合（有価証券報告書等の提出義務者以外）
E34419,個人（組合発行者を除く）
E34421,個人（組合発行者を除く）
E34423,個人（組合発行者を除く）
E34424,個人（組合発行者を除く）
E34429,個人（組合発行者を除く）
E34430,個人（組合発行者を除く）
E34431,個人（組合発行者を除く）
E34434,内国法人・組合（有価証券報告書等の提出義務者以外）
E34437,個人（組合発行者を除く）
E34445,内国法人・組合（有価証券報告書等の提出義務者以外）
E34452,内国法人・組合（有価証券報告書等の提出義務者以外）
E34453,内国法人・組合（有価証券報告書等の提出義務者以外）
E34454,サービス業
E34455,卸売業
E34466,個人（組合発行者を除く）
E34470,卸売業
E34471,建設業
E34472,個人（組合発行者を除く）
E34476,内国法人・組合（有価証券報告書等の提出義務者以外）
E34479,サービス業
E34484,サービス業
E34485,個人（組合発行者を除く）
E34486,建設業
E34487,サービス業
E34495,内国法人・組合（有価証券報告書等の提出義務者以外）
E34497,情報・通信業
E34498,サービス業
E34499,卸売業
E34504,個人（組合発行者を除く）
E34506,外国法人・組合（有価証券報告書等の提出義務者以外）
E34507,情報・通信業
E34508,サービス業
E34509,情報・通信業
E34513,情報・通信業
E34514,機械
E34520,個人（組合発行者を除く）
E34522,不動産業
E34523,個人（組合発行者を除く）
E34531,内国法人・組合（有価証券報告書等の提出義務者以外）
E34536,個人（組合発行者を除く）
E34537,情報・通信業
E34538,情報・通信業
E34539,外国法人・組合（有価証券報告書等の提出義務者以外）
E34542,外国法人・組合（有価証券報告書等の提出義務者以外）
E34544,情報・通信業
E34545,情報・通信業
E34548,外国法人・組合
E34549,個人（組合発行者を除く）
E34552,外国法人・組合（有価証券報告書等の提出義務者以外）
E34557,情報・通信業
E34558,個人（組合発行者を除く）
E34565,卸売業
E34566,外国法人・組合（有価証券報告書等の提出義務者以外）
E34569,個人（組合発行者を除く）
E34570,外国法人・組合（有価証券報告書等の提出義務者以外）
E34572,個人（組合発行者を除く）
E34573,個人（組合発行者を除く）
E34574,外国法人・組合（有価証券報告書等の提出義務者以外）
E34575,外国法人・組合（有価証券報告書等の提出義務者以外）
E34576,外国法人・組合（有価証券報告書等の提出義務者以外）
E34577,内国法人・組合（有価証券報告書等の提出義務者以外）
E34581,個人（組合発行者を除く）
E34582,個人（組合発行者を除く）
E34583,外国法人・組合（有価証券報告書等の提出義務者以外）
E34585,外国法人・組合（有価証券報告書等の提出義務者以外）
E34587,情報・通信業
E34588,個人（組合発行者を除く）
E34591,個人（組合発行者を除く）
E34595,外国法人・組合（有価証券報告書等の提出義務者以外）
E34596,個人（組合発行者を除く）
E34597,内国法人・組合（有価証券報告書等の提出義務者以外）
E34598,外国法人・組合（有価証券報告書等の提出義務者以外）
E34601,個人（組合発行者を除く）
E34602,個人（組合発行者を除く）
E34605,個人（非居住者）（組合発行者を除く）
E34608,個人（非居住者）（組合発行者を除く）
E34621,個人（組合発行者を除く）
E34622,外国法人・組合（有価証券報告書等の提出義務者以外）
E34623,内国法人・組合（有価証券報告書等の提出義務者以外）
E34625,個人（組合発行者を除く）
E34633,情報・通信業
E34634,サービス業
E34635,個人（組合発行者を除く）
E34636,個人（非居住者）（組合発行者を除く）
E34637,内国法人・組合（有価証券報告書等の提出義務者以外）
E34641,内国法人・組合（有価証券報告書等の提出義務者以外）
E34643,情報・通信業
E34644,卸売業
E34653,個人（組合発行者を除く）
E34655,個人（組合発行者を除く）
E34657,サービス業
E34662,内国法人・組合（有価証券報告書等の提出義務者以外）
E34663,情報・通信業
E34674,個人（組合発行者を除く）
E34675,外国法人・組合
E34678,外国法人・組合
E34679,建設業
E34683,不動産業
E34684,内国法人・組合（有価証券報告書等の提出義務者以外）
E34691,内国法人・組合（有価証券報告書等の提出義務者以外）
E34699,サービス業
E34700,個人（組合発行者を除く）
E34704,小売業
E34707,不動産業
E34711,個人（組合発行者を除く）
E34712,情報・通信業
E34715,個人（組合発行者を除く）
E34716,サービス業
E34717,内国法人・組合（有価証券報告書等の提出義務者以外）
E34720,サービス業
E34721,情報・通信業
E34722,サービス業
E34725,サービス業
E34728,個人（組合発行者を除く）
E34729,情報・通信業
E34731,外国法人・組合（有価証券報告書等の提出義務者以外）
E34735,サービス業
E34736,保険業
E34737,個人（組合発行者を除く）
E34738,個人（組合発行者を除く）
E34739,情報・通信業
E34740,個人（組合発行者を除く）
E34742,個人（組合発行者を除く）
E34744,個人（組合発行者を除く）
E34745,個人（組合発行者を除く）
E34746,個人（組合発行者を除く）
E34747,小売業
E34748,サービス業
E34750,内国法人・組合（有価証券報告書等の提出義務者以外）
E34752,外国法人・組合（有価証券報告書等の提出義務者以外）
E34754,情報・通信業
E34756,個人（組合発行者を除く）
E34759,内国法人・組合（有価証券報告書等の提出義務者以外）
E34767,外国法人・組合（有価証券報告書等の提出義務者以外）
E34768,個人（組合発行者を除く）
E34770,内国法人・組合（有価証券報告書等の提出義務者以外）
E34771,個人（組合発行者を除く）
E34772,個人（組合発行者を除く）
E34773,個人（組合発行者を除く）
E34774,内国法人・組合（有価証券報告書等の提出義務者以外）
E34777,内国法人・組合（有価証券報告書等の提出義務者以外）
E34781,内国法人・組合（有価証券報告書等の提出義務者以外）
E34787,個人（組合発行者を除く）
E34788,個人（組合発行者を除く）
E34789,個人（組合発行者を除く）
E34790,個人（組合発行者を除く）
E34792,個人（組合発行者を除く）
E34793,内国法人・組合（有価証券報告書等の提出義務者以外）
E34798,内国法人・組合（有価証券報告書等の提出義務者以外）
E34799,個人（組合発行者を除く）
E34800,その他製品
E34811,個人（組合発行者を除く）
E34812,個人（組合発行者を除く）
E34814,情報・通信業
E34815,個人（組合発行者を除く）
E34819,小売業
E34820,個人（組合発行者を除く）
E34823,外国法人・組合（有価証券報告書等の提出義務者以外）
E34826,内国法人・組合（有価証券報告書等の提出義務者以外）
E34827,内国法人・組合（有価証券報告書等の提出義務者以外）
E34829,外国法人・組合（有価証券報告書等の提出義務者以外）
E34830,個人（組合発行者を除く）
E34832,個人（組合発行者を除く）
E34833,個人（組合発行者を除く）
E34836,外国法人・組合（有価証券報告書等の提出義務者以外）
E34837,電気・ガス業
E34840,個人（組合発行者を除く）
E34841,個人（組合発行者を除く）
E34843,内国法人・組合（有価証券報告書等の提出義務者以外）
E34847,内国法人・組合（有価証券報告書等の提出義務者以外）
E34850,個人（組合発行者を除く）
E34851,その他金融業
E34852,内国法人・組合（有価証券報告書等の提出義務者以外）
E34853,情報・通信業
E34854,内国法人・組合（有価証券報告書等の提出義務者以外）
E34856,個人（組合発行者を除く）
E34858,個人（組合発行者を除く）
E34862,個人（組合発行者を除く）
E34866,サービス業
E34867,内国法人・組合（有価証券報告書等の提出義務者以外）
E34869,外国法人・組合
E34874,内国法人・組合（有価証券報告書等の提出義務者以外）
E34877,内国法人・組合（有価証券報告書等の提出義務者以外）
E34878,内国法人・組合（有価証券報告書等の提出義務者以外）
E34879,内国法人・組合（有価証券報告書等の提出義務者以外）
E34880,情報・通信業
E34881,個人（組合発行者を除く）
E34883,内国法人・組合（有価証券報告書等の提出義務者以外）
E34885,個人（組合発行者を除く）
E34889,個人（組合発行者を除く）
E34891,小売業
E34896,外国法人・組合（有価証券報告書等の提出義務者以外）
E34900,外国法人・組合（有価証券報告書等の提出義務者以外）
E34902,個人（組合発行者を除く）
E34904,内国法人・組合（有価証券報告書等の提出義務者以外）
E34908,内国法人・組合（有価証券報告書等の提出義務者以外）
E34909,個人（組合発行者を除く）
E34911,個人（組合発行者を除く）
E34919,個人（組合発行者を除く）
E34926,個人（組合発行者を除く）
E34929,個人（組合発行者を除く）
E34930,外国法人・組合（有価証券報告書等の提出義務者以外）
E34931,外国法人・組合（有価証券報告書等の提出義務者以外）
E34932,個人（組合発行者を除く）
E34938,不動産業
E34940,個人（組合発行者を除く）
E34943,小売業
E34944,不動産業
E34945,内国法人・組合（有価証券報告書等の提出義務者以外）
E34947,個人（組合発行者を除く）
E34950,個人（組合発行者を除く）
E34954,サービス業
E34956,個人（組合発行者を除く）
E34958,個人（組合発行者を除く）
E34960,情報・通信業
E34964,個人（組合発行者を除く）
E34965,化学
E34968,内国法人・組合（有価証券報告書等の提出義務者以外）
E34973,情報・通信業
E34974,情報・通信業
E34975,サービス業
E34980,外国法人・組合（有価証券報告書等の提出義務者以外）
E34983,内国法人・組合（有価証券報告書等の提出義務者以外）
E34988,個人（組合発行者を除く）
E34990,内国法人・組合（有価証券報告書等の提出義務者以外）
E34991,内国法人・組合（有価証券報告書等の提出義務者以外）
E34994,サービス業
E34995,サービス業
E34999,医薬品
E35002,個人（組合発行者を除く）
E35004,その他製品
E35006,個人（組合発行者を除く）
E35007,個人（組合発行者を除く）
E35008,個人（組合発行者を除く）
E35010,個人（組合発行者を除く）
E35012,個人（組合発行者を除く）
E35013,内国法人・組合（有価証券報告書等の提出義務者以外）
E35014,サービス業
E35015,個人（組合発行者を除く）
E35018,個人（組合発行者を除く）
E35019,個人（組合発行者を除く）
E35023,外国法人・組合（有価証券報告書等の提出義務者以外）
E35024,内国法人・組合（有価証券報告書等の提出義務者以外）
E35025,個人（組合発行者を除く）
E35028,不動産業
E35030,内国法人・組合（有価証券報告書等の提出義務者以外）
E35035,個人（組合発行者を除く）
E35036,個人（組合発行者を除く）
E35039,個人（組合発行者を除く）
E35044,個人（組合発行者を除く）
E35050,内国法人・組合（有価証券報告書等の提出義務者以外）
E35056,内国法人・組合（有価証券報告書等の提出義務者以外）
E35057,内国法人・組合（有価証券報告書等の提出義務者以外）
E35058,個人（組合発行者を除く）
E35059,内国法人・組合（有価証券報告書等の提出義務者以外）
E35062,個人（組合発行者を除く）
E35063,個人（組合発行者を除く）
E35064,内国法人・組合（有価証券報告書等の提出義務者以外）
E35070,個人（組合発行者を除く）
E35072,個人（組合発行者を除く）
E35074,個人（組合発行者を除く）
E35075,外国法人・組合（有価証券報告書等の提出義務者以外）
E35076,外国法人・組合（有価証券報告書等の提出義務者以外）
E35085,個人（組合発行者を除く）
E35089,サービス業
E35090,個人（組合発行者を除く）
E35096,情報・通信業
E35098,個人（組合発行者を除く）
E35099,内国法人・組合（有価証券報告書等の提出義務者以外）
E35104,個人（組合発行者を除く）
E35105,個人（組合発行者を除く）
E35106,個人（組合発行者を除く）
E35109,内国法人・組合（有価証券報告書等の提出義務者以外）
E35111,内国法人・組合（有価証券報告書等の提出義務者以外）
E35114,情報・通信業
E35116,卸売業
E35117,情報・通信業
E35118,サービス業
E35123,内国法人・組合（有価証券報告書等の提出義務者以外）
E35124,情報・通信業
E35125,小売業
E35129,個人（組合発行者を除く）
E35133,内国法人・組合（有価証券報告書等の提出義務者以外）
E35134,情報・通信業
E35136,サービス業
E35137,情報・通信業
E35139,サービス業
E35140,サービス業
E35141,内国法人・組合（有価証券報告書等の提出義務者以外）
E35144,不動産業
E35150,情報・通信業
E35151,個人（組合発行者を除く）
E35152,外国政府等
E35153,不動産業
E35154,個人（非居住者）（組合発行者を除く）
E35157,サービス業
E35159,個人（組合発行者を除く）
E35160,内国法人・組合（有価証券報告書等の提出義務者以外）
E35163,情報・通信業
E35164,情報・通信業
E35168,個人（組合発行者を除く）
E35169,サービス業
E35170,小売業
E35173,個人（組合発行者を除く）
E35174,個人（組合発行者を除く）
E35176,個人（組合発行者を除く）
E35177,個人（組合発行者を除く）
E35178,個人（組合発行者を除く）
E35179,個人（組合発行者を除く）
E35183,外国法人・組合（有価証券報告書等の提出義務者以外）
E35184,個人（組合発行者を除く）
E35185,個人（組合発行者を除く）
E35187,サービス業
E35189,内国法人・組合（有価証券報告書等の提出義務者以外）
E35191,内国法人・組合（有価証券報告書等の提出義務者以外）
E35192,個人（組合発行者を除く）
E35195,内国法人・組合（有価証券報告書等の提出義務者以外）
E35197,個人（組合発行者を除く）
E35200,個人（組合発行者を除く）
E35202,個人（組合発行者を除く）
E35203,個人（組合発行者を除く）
E35206,内国法人・組合（有価証券報告書等の提出義務者以外）
E35208,内国法人・組合（有価証券報告書等の提出義務者以外）
E35209,内国法人・組合（有価証券報告書等の提出義務者以外）
E35216,外国法人・組合（有価証券報告書等の提出義務者以外）
E35219,外国法人・組合
E35220,化学
E35222,内国法人・組合（有価証券報告書等の提出義務者以外）
E35223,内国法人・組合（有価証券報告書等の提出義務者以外）
E35226,個人（組合発行者を除く）
E35227,個人（組合発行者を除く）
E35228,個人（組合発行者を除く）
E35229,個人（非居住者）（組合発行者を除く）
E35230,その他金融業
E35232,個人（組合発行者を除く）
E35234,不動産業
E35235,内国法人・組合（有価証券報告書等の提出義務者以外）
E35236,個人（組合発行者を除く）
E35237,外国法人・組合（有価証券報告書等の提出義務者以外）
E35238,サービス業
E35239,内国法人・組合（有価証券報告書等の提出義務者以外）
E35240,内国法人・組合（有価証券報告書等の提出義務者以外）
E35243,個人（組合発行者を除く）
E35244,個人（組合発行者を除く）
E35247,個人（組合発行者を除く）
E35248,個人（組合発行者を除く）
E35250,サービス業
E35252,内国法人・組合（有価証券報告書等の提出義務者以外）
E35254,内国法人・組合（有価証券報告書等の提出義務者以外）
E35258,サービス業
E35259,内国法人・組合（有価証券報告書等の提出義務者以外）
E35263,内国法人・組合（有価証券報告書等の提出義務者以外）
E35264,個人（組合発行者を除く）
E35276,個人（組合発行者を除く）
E35278,情報・通信業
E35279,個人（組合発行者を除く）
E35280,その他製品
E35282,内国法人・組合（有価証券報告書等の提出義務者以外）
E35283,内国法人・組合（有価証券報告書等の提出義務者以外）
E35284,情報・通信業
E35285,個人（組合発行者を除く）
E35287,情報・通信業
E35288,サービス業
E35289,サービス業
E35291,内国法人・組合（有価証券報告書等の提出義務者以外）
E35292,個人（組合発行者を除く）
E35294,金属製品
E35297,小売業
E35298,個人（組合発行者を除く）
E35300,内国法人・組合（有価証券報告書等の提出義務者以外）
E35302,情報・通信業
E35303,不動産業
E35304,内国法人・組合（有価証券報告書等の提出義務者以外）
E35307,情報・通信業
E35308,情報・通信業
E35309,個人（組合発行者を除く）
E35310,個人（組合発行者を除く）
E35311,内国法人・組合（有価証券報告書等の提出義務者以外）
E35313,個人（組合発行者を除く）
E35316,個人（組合発行者を除く）
E35318,サービス業
E35319,個人（組合発行者を除く）
E35320,内国法人・組合（有価証券報告書等の提出義務者以外）
E35321,個人（組合発行者を除く）
E35323,サービス業
E35324,内国法人・組合（有価証券報告書等の提出義務者以外）
E35325,情報・通信業
E35327,個人（組合発行者を除く）
E35329,個人（組合発行者を除く）
E35330,情報・通信業
E35331,個人（非居住者）（組合発行者を除く）
E35332,個人（組合発行者を除く）
E35333,情報・通信業
E35334,卸売業
E35335,サービス業
E35336,外国法人・組合（有価証券報告書等の提出義務者以外）
E35339,個人（組合発行者を除く）
E35340,不動産業
E35341,サービス業
E35344,サービス業
E35345,情報・通信業
E35348,個人（組合発行者を除く）
E35349,個人（組合発行者を除く）
E35350,個人（組合発行者を除く）
E35354,情報・通信業
E35359,個人（組合発行者を除く）
E35360,不動産業
E35364,個人（組合発行者を除く）
E35366,個人（組合発行者を除く）
E35368,個人（組合発行者を除く）
E35369,内国法人・組合（有価証券報告書等の提出義務者以外）
E35375,内国法人・組合（有価証券報告書等の提出義務者以外）
E35377,内国法人・組合（有価証券報告書等の提出義務者以外）
E35378,個人（組合発行者を除く）
E35379,外国法人・組合（有価証券報告書等の提出義務者以外）
E35381,個人（組合発行者を除く）
E35388,サービス業
E35389,個人（組合発行者を除く）
E35391,内国法人・組合（有価証券報告書等の提出義務者以外）
E35392,個人（組合発行者を除く）
E35393,内国法人・組合（有価証券報告書等の提出義務者以外）
E35395,個人（組合発行者を除く）
E35396,内国法人・組合（有価証券報告書等の提出義務者以外）
E35397,内国法人・組合（有価証券報告書等の提出義務者以外）
E35398,内国法人・組合（有価証券報告書等の提出義務者以外）
E35400,個人（組合発行者を除く）
E35410,内国法人・組合（有価証券報告書等の提出義務者以外）
E35411,内国法人・組合（有価証券報告書等の提出義務者以外）
E35413,内国法人・組合（有価証券報告書等の提出義務者以外）
E35415,個人（組合発行者を除く）
E35419,個人（組合発行者を除く）
E35420,個人（組合発行者を除く）
E35421,個人（組合発行者を除く）
E35422,個人（組合発行者を除く）
E35423,内国法人・組合（有価証券報告書等の提出義務者以外）
E35432,内国法人・組合（有価証券報告書等の提出義務者以外）
E35436,個人（組合発行者を除く）
E35439,個人（組合発行者を除く）
E35442,内国法人・組合（有価証券報告書等の提出義務者以外）
E35443,個人（組合発行者を除く）
E35444,個人（組合発行者を除く）
E35446,内国法人・組合（有価証券報告書等の提出義務者以外）
E35447,内国法人・組合（有価証券報告書等の提出義務者以外）
E35448,内国法人・組合（有価証券報告書等の提出義務者以外）
E35449,機械
E35450,外国法人・組合（有価証券報告書等の提出義務者以外）
E35451,個人（組合発行者を除く）
E35459,外国法人・組合（有価証券報告書等の提出義務者以外）
E35460,外国法人・組合（有価証券報告書等の提出義務者以外）
E35464,内国法人・組合（有価証券報告書等の提出義務者以外）
E35466,情報・通信業
